sample,count,class,species,genus,method,is_full_species,prop_count,aligned_species
CROP_0511,873,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.020952335,Lissotriton_helviticus
CROP_0512,1687,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.037594153,Lissotriton_helviticus
CROP_0514,121,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.003872991,Lissotriton_helviticus
CROP_0601,524,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.019467251,Lissotriton_helviticus
CROP_0602,301,Amphibia,Lissotriton_helviticus,Lissotriton,eDNA,FALSE,0.007816761,Lissotriton_helviticus
CROP_0602,163,Amphibia,Lissotriton_v,Lissotriton,eDNA,FALSE,0.004232997,Lissotriton_vulgaris
CROP_0603,3754,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.106857192,Lissotriton_helviticus
CROP_0605,1336,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.037055528,Lissotriton_helviticus
CROP_0606,829,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.029475556,Lissotriton_helviticus
CROP_0607,1209,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.032184214,Lissotriton_helviticus
CROP_0608,939,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.027548775,Lissotriton_helviticus
CROP_0609,521,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.021840285,Lissotriton_helviticus
CROP_0610,1446,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.046868923,Lissotriton_helviticus
CROP_0701,133,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.002680803,Lissotriton_helviticus
CROP_0703,94,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.00319902,Lissotriton_helviticus
CROP_0704,127,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.003616997,Lissotriton_helviticus
CROP_0705,2273,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.026320665,Lissotriton_helviticus
CROP_0706,681,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.016056776,Lissotriton_helviticus
CROP_0707,387,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.008578649,Lissotriton_helviticus
CROP_0708,417,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.011566305,Lissotriton_helviticus
CROP_0709,699,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.012117115,Lissotriton_helviticus
CROP_0710,360,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.009457755,Lissotriton_helviticus
CROP_0801,393,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.006633583,Lissotriton_helviticus
CROP_0802,153,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.002427531,Lissotriton_helviticus
CROP_0805,587,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.008949944,Lissotriton_helviticus
CROP_0806,496,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.007953306,Lissotriton_helviticus
CROP_0810,742,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.016797591,Lissotriton_helviticus
CROP_0901,774,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.006405853,Lissotriton_helviticus
CROP_0902,761,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.008437088,Lissotriton_helviticus
CROP_0904,636,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.007156762,Lissotriton_helviticus
CROP_0905,112,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.00119717,Lissotriton_helviticus
CROP_0906,132,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.001662217,Lissotriton_helviticus
CROP_0907,199,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.002057209,Lissotriton_helviticus
CROP_1001,169,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.001828411,Lissotriton_helviticus
CROP_1002,353,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.003964688,Lissotriton_helviticus
CROP_1006,119,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.001234337,Lissotriton_helviticus
CROP_1007,234,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.002658577,Lissotriton_helviticus
CROP_1008,463,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.005899517,Lissotriton_helviticus
CROP_1009,110,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.001652371,Lissotriton_helviticus
CROP_1010,151,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.001783858,Lissotriton_helviticus
CROP_1103,485,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.006415174,Lissotriton_helviticus
CROP_1106,311,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.003483345,Lissotriton_helviticus
CROP_1107,605,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.00634944,Lissotriton_helviticus
CROP_1108,215,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.002197645,Lissotriton_helviticus
CROP_1109,160,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.002193644,Lissotriton_helviticus
CROP_1110,230,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.003159427,Lissotriton_helviticus
CROP_1112,351,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.005065812,Lissotriton_helviticus
CROP_1113,479,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.005821019,Lissotriton_helviticus
CROP_1206,225,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.001859473,Lissotriton_helviticus
CROP_1207,122,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.00233341,Lissotriton_helviticus
CROP_1208,141,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.002701149,Lissotriton_helviticus
CROP_1304,255,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.004007985,Lissotriton_helviticus
CROP_1305,217,Amphibia,Lissotriton,Lissotriton,eDNA,FALSE,0.002193648,Lissotriton_helviticus
CROP_0201,373,Mammalia,Lutra,Lutra,eDNA,FALSE,0.009153824,Lutra_lutra
CROP_0203,771,Mammalia,Lutra,Lutra,eDNA,FALSE,0.019053974,Lutra_lutra
CROP_0204,24,Mammalia,Lutra,Lutra,eDNA,FALSE,0.001540931,Lutra_lutra
CROP_0205,209,Mammalia,Lutra,Lutra,eDNA,FALSE,0.003986572,Lutra_lutra
CROP_0208,60,Mammalia,Lutra,Lutra,eDNA,FALSE,0.002369388,Lutra_lutra
CROP_0209,204,Mammalia,Lutra,Lutra,eDNA,FALSE,0.003419491,Lutra_lutra
CROP_0210,276,Mammalia,Lutra,Lutra,eDNA,FALSE,0.007019329,Lutra_lutra
CROP_0211,477,Mammalia,Lutra,Lutra,eDNA,FALSE,0.009818047,Lutra_lutra
CROP_0212,467,Mammalia,Lutra,Lutra,eDNA,FALSE,0.008734033,Lutra_lutra
CROP_0213,518,Mammalia,Lutra,Lutra,eDNA,FALSE,0.017322097,Lutra_lutra
CROP_0214,233,Mammalia,Lutra,Lutra,eDNA,FALSE,0.006370297,Lutra_lutra
CROP_0303,414,Mammalia,Lutra,Lutra,eDNA,FALSE,0.00399942,Lutra_lutra
CROP_0304,444,Mammalia,Lutra,Lutra,eDNA,FALSE,0.003943302,Lutra_lutra
CROP_0305,159,Mammalia,Lutra,Lutra,eDNA,FALSE,0.001647173,Lutra_lutra
CROP_0306,374,Mammalia,Lutra,Lutra,eDNA,FALSE,0.006439837,Lutra_lutra
CROP_0307,715,Mammalia,Lutra,Lutra,eDNA,FALSE,0.011846967,Lutra_lutra
CROP_0308,253,Mammalia,Lutra,Lutra,eDNA,FALSE,0.004246677,Lutra_lutra
CROP_0309,255,Mammalia,Lutra,Lutra,eDNA,FALSE,0.003254502,Lutra_lutra
CROP_0310,124,Mammalia,Lutra,Lutra,eDNA,FALSE,0.001917516,Lutra_lutra
CROP_0406,155,Mammalia,Lutra,Lutra,eDNA,FALSE,0.00125434,Lutra_lutra
CROP_0407,215,Mammalia,Lutra,Lutra,eDNA,FALSE,0.002156578,Lutra_lutra
CROP_0502,136,Mammalia,Lutra,Lutra,eDNA,FALSE,0.004415154,Lutra_lutra
CROP_0504,87,Mammalia,Lutra,Lutra,eDNA,FALSE,0.003362839,Lutra_lutra
CROP_0511,53,Mammalia,Lutra,Lutra,eDNA,FALSE,0.00127202,Lutra_lutra
CROP_0603,314,Mammalia,Lutra,Lutra,eDNA,FALSE,0.008937975,Lutra_lutra
CROP_0605,438,Mammalia,Lutra,Lutra,eDNA,FALSE,0.012148444,Lutra_lutra
CROP_0704,149,Mammalia,Lutra,Lutra,eDNA,FALSE,0.004243563,Lutra_lutra
CROP_0706,56,Mammalia,Lutra,Lutra,eDNA,FALSE,0.001320381,Lutra_lutra
CROP_0709,437,Mammalia,Lutra,Lutra,eDNA,FALSE,0.007575364,Lutra_lutra
CROP_0801,451,Mammalia,Lutra,Lutra,eDNA,FALSE,0.007612585,Lutra_lutra
CROP_0807,529,Mammalia,Lutra,Lutra,eDNA,FALSE,0.0090722,Lutra_lutra
CROP_0811,225,Mammalia,Lutra,Lutra,eDNA,FALSE,0.003678875,Lutra_lutra
CROP_1005,234,Mammalia,Lutra,Lutra,eDNA,FALSE,0.002719254,Lutra_lutra
CROP_1009,139,Mammalia,Lutra,Lutra,eDNA,FALSE,0.002087996,Lutra_lutra
CROP_1101,301,Mammalia,Lutra,Lutra,eDNA,FALSE,0.00390053,Lutra_lutra
CROP_1201,1891,Mammalia,Lutra,Lutra,eDNA,FALSE,0.014311771,Lutra_lutra
CROP_1202,1450,Mammalia,Lutra,Lutra,eDNA,FALSE,0.017826627,Lutra_lutra
CROP_1203,422,Mammalia,Lutra,Lutra,eDNA,FALSE,0.004089187,Lutra_lutra
CROP_1204,450,Mammalia,Lutra,Lutra,eDNA,FALSE,0.007078031,Lutra_lutra
CROP_1206,279,Mammalia,Lutra,Lutra,eDNA,FALSE,0.002305747,Lutra_lutra
CROP_1207,739,Mammalia,Lutra,Lutra,eDNA,FALSE,0.014134343,Lutra_lutra
CROP_1208,597,Mammalia,Lutra,Lutra,eDNA,FALSE,0.011436782,Lutra_lutra
CROP_1209,3351,Mammalia,Lutra,Lutra,eDNA,FALSE,0.042346965,Lutra_lutra
CROP_1210,866,Mammalia,Lutra,Lutra,eDNA,FALSE,0.014814308,Lutra_lutra
CROP_1302,360,Mammalia,Lutra,Lutra,eDNA,FALSE,0.006394203,Lutra_lutra
CROP_1304,232,Mammalia,Lutra,Lutra,eDNA,FALSE,0.00364648,Lutra_lutra
CROP_0101,5,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.384615385,Lutra_lutra
CROP_0105,5,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.069444444,Lutra_lutra
CROP_0106,3,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.075,Lutra_lutra
CROP_0107,3,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.021582734,Lutra_lutra
CROP_0202,3,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.375,Lutra_lutra
CROP_0203,2,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.181818182,Lutra_lutra
CROP_0204,3,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.045454545,Lutra_lutra
CROP_0205,2,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.044444444,Lutra_lutra
CROP_0206,2,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.060606061,Lutra_lutra
CROP_0207,3,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.024793388,Lutra_lutra
CROP_0301,27,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.293478261,Lutra_lutra
CROP_0302,7,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.777777778,Lutra_lutra
CROP_0303,9,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.033834586,Lutra_lutra
CROP_0304,10,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.078740157,Lutra_lutra
CROP_0305,18,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.486486486,Lutra_lutra
CROP_0306,10,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.185185185,Lutra_lutra
CROP_0307,8,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.090909091,Lutra_lutra
CROP_0308,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.166666667,Lutra_lutra
CROP_0310,7,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.2,Lutra_lutra
CROP_0401,5,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.2,Lutra_lutra
CROP_0402,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.5,Lutra_lutra
CROP_0403,15,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.147058824,Lutra_lutra
CROP_0404,12,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.127659574,Lutra_lutra
CROP_0405,8,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.444444444,Lutra_lutra
CROP_0406,3,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.090909091,Lutra_lutra
CROP_0407,19,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.351851852,Lutra_lutra
CROP_0408,4,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.266666667,Lutra_lutra
CROP_0409,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.125,Lutra_lutra
CROP_0410,11,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.323529412,Lutra_lutra
CROP_0501,3,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.042253521,Lutra_lutra
CROP_0502,2,Mammalia,Lutra_lutra,Lutra,camera,TRUE,1,Lutra_lutra
CROP_0503,15,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.127118644,Lutra_lutra
CROP_0504,15,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.138888889,Lutra_lutra
CROP_0505,4,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.181818182,Lutra_lutra
CROP_0506,2,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.031746032,Lutra_lutra
CROP_0507,9,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.1125,Lutra_lutra
CROP_0603,39,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.330508475,Lutra_lutra
CROP_0604,5,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.11627907,Lutra_lutra
CROP_0605,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.055555556,Lutra_lutra
CROP_0606,2,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.066666667,Lutra_lutra
CROP_0607,13,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.393939394,Lutra_lutra
CROP_0702,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.25,Lutra_lutra
CROP_0703,16,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.078431373,Lutra_lutra
CROP_0704,12,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.210526316,Lutra_lutra
CROP_0705,5,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.161290323,Lutra_lutra
CROP_0706,2,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.027027027,Lutra_lutra
CROP_0707,16,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.271186441,Lutra_lutra
CROP_0802,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.5,Lutra_lutra
CROP_0804,3,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.25,Lutra_lutra
CROP_0805,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.032258065,Lutra_lutra
CROP_0806,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.055555556,Lutra_lutra
CROP_0807,5,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.625,Lutra_lutra
CROP_0905,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.012195122,Lutra_lutra
CROP_1002,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.5,Lutra_lutra
CROP_1004,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.007874016,Lutra_lutra
CROP_1010,2,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.039215686,Lutra_lutra
CROP_1104,3,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.04109589,Lutra_lutra
CROP_1106,5,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.067567568,Lutra_lutra
CROP_1107,2,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.024691358,Lutra_lutra
CROP_1202,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,1,Lutra_lutra
CROP_1203,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.166666667,Lutra_lutra
CROP_1204,2,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.066666667,Lutra_lutra
CROP_1207,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.029411765,Lutra_lutra
CROP_1210,2,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.2,Lutra_lutra
CROP_1301,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.03125,Lutra_lutra
CROP_1304,3,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.3,Lutra_lutra
CROP_1305,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.033333333,Lutra_lutra
CROP_1307,5,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.108695652,Lutra_lutra
CROP_1310,1,Mammalia,Lutra_lutra,Lutra,camera,TRUE,0.043478261,Lutra_lutra
CROP_0214,54,Mammalia,Meles,Meles,eDNA,FALSE,0.001476378,Meles_meles
CROP_0308,77,Mammalia,Meles,Meles,eDNA,FALSE,0.001292467,Meles_meles
CROP_0607,72,Mammalia,Meles,Meles,eDNA,FALSE,0.001916678,Meles_meles
CROP_0812,158,Mammalia,Meles,Meles,eDNA,FALSE,0.002692386,Meles_meles
CROP_1010,124,Mammalia,Meles,Meles,eDNA,FALSE,0.00146489,Meles_meles
CROP_0301,1,Mammalia,Meles_meles,Meles,camera,TRUE,0.010869565,Meles_meles
CROP_0302,2,Mammalia,Meles_meles,Meles,camera,TRUE,0.222222222,Meles_meles
CROP_0303,11,Mammalia,Meles_meles,Meles,camera,TRUE,0.041353383,Meles_meles
CROP_0304,4,Mammalia,Meles_meles,Meles,camera,TRUE,0.031496063,Meles_meles
CROP_0306,2,Mammalia,Meles_meles,Meles,camera,TRUE,0.037037037,Meles_meles
CROP_0402,1,Mammalia,Meles_meles,Meles,camera,TRUE,0.5,Meles_meles
CROP_0403,2,Mammalia,Meles_meles,Meles,camera,TRUE,0.019607843,Meles_meles
CROP_0610,1,Mammalia,Meles_meles,Meles,camera,TRUE,0.090909091,Meles_meles
CROP_0705,3,Mammalia,Meles_meles,Meles,camera,TRUE,0.096774194,Meles_meles
CROP_1304,1,Mammalia,Meles_meles,Meles,camera,TRUE,0.1,Meles_meles
CROP_0105,32,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001149467,Microtus_agrestis
CROP_0106,43,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001794733,Microtus_agrestis
CROP_0109,49,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001197634,Microtus_agrestis
CROP_0110,83,Mammalia,Microtus,Microtus,eDNA,FALSE,0.002282854,Microtus_agrestis
CROP_0204,24,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001540931,Microtus_agrestis
CROP_0205,118,Mammalia,Microtus,Microtus,eDNA,FALSE,0.002250792,Microtus_agrestis
CROP_0206,1002,Mammalia,Microtus,Microtus,eDNA,FALSE,0.0164195,Microtus_agrestis
CROP_0207,41,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001109007,Microtus_agrestis
CROP_0208,34,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001342653,Microtus_agrestis
CROP_0210,86,Mammalia,Microtus,Microtus,eDNA,FALSE,0.002187182,Microtus_agrestis
CROP_0211,122,Mammalia,Microtus,Microtus,eDNA,FALSE,0.002511115,Microtus_agrestis
CROP_0212,168,Mammalia,Microtus,Microtus,eDNA,FALSE,0.003142008,Microtus_agrestis
CROP_0214,62,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001695101,Microtus_agrestis
CROP_0408,151,Mammalia,Microtus,Microtus,eDNA,FALSE,0.002821639,Microtus_agrestis
CROP_0607,233,Mammalia,Microtus,Microtus,eDNA,FALSE,0.006202582,Microtus_agrestis
CROP_0803,192,Mammalia,Microtus,Microtus,eDNA,FALSE,0.003103582,Microtus_agrestis
CROP_0805,305,Mammalia,Microtus,Microtus,eDNA,FALSE,0.004650312,Microtus_agrestis
CROP_0904,142,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001597893,Microtus_agrestis
CROP_0906,138,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001737773,Microtus_agrestis
CROP_0908,69,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001054675,Microtus_agrestis
CROP_1001,307,Mammalia,Microtus,Microtus,eDNA,FALSE,0.003321432,Microtus_agrestis
CROP_1002,252,Mammalia,Microtus,Microtus,eDNA,FALSE,0.002830316,Microtus_agrestis
CROP_1003,86,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001567312,Microtus_agrestis
CROP_1006,119,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001234337,Microtus_agrestis
CROP_1007,212,Mammalia,Microtus,Microtus,eDNA,FALSE,0.002408626,Microtus_agrestis
CROP_1008,161,Mammalia,Microtus,Microtus,eDNA,FALSE,0.002051452,Microtus_agrestis
CROP_1010,111,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001311313,Microtus_agrestis
CROP_1101,100,Mammalia,Microtus,Microtus,eDNA,FALSE,0.001295857,Microtus_agrestis
CROP_1102,88,Mammalia,Microtus,Microtus,eDNA,FALSE,0.002508337,Microtus_agrestis
CROP_1106,318,Mammalia,Microtus,Microtus,eDNA,FALSE,0.003561748,Microtus_agrestis
CROP_1108,425,Mammalia,Microtus,Microtus,eDNA,FALSE,0.004344182,Microtus_agrestis
CROP_1109,241,Mammalia,Microtus,Microtus,eDNA,FALSE,0.003304176,Microtus_agrestis
CROP_1113,263,Mammalia,Microtus,Microtus,eDNA,FALSE,0.003196092,Microtus_agrestis
CROP_1201,439,Mammalia,Microtus,Microtus,eDNA,FALSE,0.003322511,Microtus_agrestis
CROP_1202,382,Mammalia,Microtus,Microtus,eDNA,FALSE,0.004696394,Microtus_agrestis
CROP_1205,468,Mammalia,Microtus,Microtus,eDNA,FALSE,0.00393198,Microtus_agrestis
CROP_1206,540,Mammalia,Microtus,Microtus,eDNA,FALSE,0.004462736,Microtus_agrestis
CROP_1207,512,Mammalia,Microtus,Microtus,eDNA,FALSE,0.009792671,Microtus_agrestis
CROP_1208,374,Mammalia,Microtus,Microtus,eDNA,FALSE,0.007164751,Microtus_agrestis
CROP_1209,290,Mammalia,Microtus,Microtus,eDNA,FALSE,0.003664763,Microtus_agrestis
CROP_1210,239,Mammalia,Microtus,Microtus,eDNA,FALSE,0.004088475,Microtus_agrestis
CROP_0907,1,Mammalia,Microtus_agrestis,Microtus,camera,TRUE,0.006024096,Microtus_agrestis
CROP_0501,1,Aves,Motacilla_cinerea,Motacilla,camera,TRUE,0.014084507,Motacilla_cinerea
CROP_0601,13,Aves,Motacilla_cinerea,Motacilla,camera,TRUE,0.2,Motacilla_cinerea
CROP_0603,8,Aves,Motacilla_cinerea,Motacilla,camera,TRUE,0.06779661,Motacilla_cinerea
CROP_0701,2,Aves,Motacilla_cinerea,Motacilla,camera,TRUE,0.02173913,Motacilla_cinerea
CROP_0703,35,Aves,Motacilla_cinerea,Motacilla,camera,TRUE,0.171568627,Motacilla_cinerea
CROP_0801,1,Aves,Motacilla_cinerea,Motacilla,camera,TRUE,0.018181818,Motacilla_cinerea
CROP_0803,2,Aves,Motacilla_cinerea,Motacilla,camera,TRUE,0.058823529,Motacilla_cinerea
CROP_0808,1,Aves,Motacilla_cinerea,Motacilla,camera,TRUE,0.055555556,Motacilla_cinerea
CROP_1210,1,Aves,Motacilla_cinerea,Motacilla,camera,TRUE,0.1,Motacilla_cinerea
CROP_0505,87,Aves,Muscicapa,Muscicapa,eDNA,FALSE,0.002549675,Muscicapa_striata
CROP_1002,470,Mammalia,Mustela,Mustela,eDNA,FALSE,0.005278764,Mustela_erminea
CROP_0106,1,Mammalia,Mustela_erminea,Mustela,camera,TRUE,0.025,Mustela_erminea
CROP_0506,1,Mammalia,Mustela_erminea,Mustela,camera,TRUE,0.015873016,Mustela_erminea
CROP_0605,2,Mammalia,Mustela_erminea,Mustela,camera,TRUE,0.111111111,Mustela_erminea
CROP_0902,1,Mammalia,Mustela_erminea,Mustela,camera,TRUE,1,Mustela_erminea
CROP_0904,1,Mammalia,Mustela_erminea,Mustela,camera,TRUE,0.018867925,Mustela_erminea
CROP_0906,1,Mammalia,Mustela_erminea,Mustela,camera,TRUE,0.009090909,Mustela_erminea
CROP_1305,1,Mammalia,Mustela_erminea,Mustela,camera,TRUE,0.033333333,Mustela_erminea
CROP_1310,1,Mammalia,Mustela_erminea,Mustela,camera,TRUE,0.043478261,Mustela_erminea
CROP_0404,2,Mammalia,Mustela_nivalis,Mustela,camera,TRUE,0.021276596,Mustela_nivalis
CROP_0206,204,Mammalia,Myodes,Myodes,eDNA,FALSE,0.003342892,Myodes_glareolus
CROP_0207,57,Mammalia,Myodes,Myodes,eDNA,FALSE,0.001541791,Myodes_glareolus
CROP_0210,78,Mammalia,Myodes,Myodes,eDNA,FALSE,0.001983723,Myodes_glareolus
CROP_0212,148,Mammalia,Myodes,Myodes,eDNA,FALSE,0.002767959,Myodes_glareolus
CROP_0304,279,Mammalia,Myodes,Myodes,eDNA,FALSE,0.002477886,Myodes_glareolus
CROP_0309,263,Mammalia,Myodes,Myodes,eDNA,FALSE,0.003356604,Myodes_glareolus
CROP_0604,246,Mammalia,Myodes,Myodes,eDNA,FALSE,0.008332204,Myodes_glareolus
CROP_0610,90,Mammalia,Myodes,Myodes,eDNA,FALSE,0.002917153,Myodes_glareolus
CROP_0810,477,Mammalia,Myodes,Myodes,eDNA,FALSE,0.010798452,Myodes_glareolus
CROP_1002,379,Mammalia,Myodes,Myodes,eDNA,FALSE,0.004256705,Myodes_glareolus
CROP_1005,134,Mammalia,Myodes,Myodes,eDNA,FALSE,0.00155718,Myodes_glareolus
CROP_1006,307,Mammalia,Myodes,Myodes,eDNA,FALSE,0.003184383,Myodes_glareolus
CROP_1010,208,Mammalia,Myodes,Myodes,eDNA,FALSE,0.002457235,Myodes_glareolus
CROP_1102,186,Mammalia,Myodes,Myodes,eDNA,FALSE,0.005301713,Myodes_glareolus
CROP_1111,261,Mammalia,Myodes,Myodes,eDNA,FALSE,0.002395133,Myodes_glareolus
CROP_1112,287,Mammalia,Myodes,Myodes,eDNA,FALSE,0.004142131,Myodes_glareolus
CROP_1113,414,Mammalia,Myodes,Myodes,eDNA,FALSE,0.00503111,Myodes_glareolus
CROP_1201,322,Mammalia,Myodes,Myodes,eDNA,FALSE,0.002437012,Myodes_glareolus
CROP_1202,139,Mammalia,Myodes,Myodes,eDNA,FALSE,0.001708897,Myodes_glareolus
CROP_1203,745,Mammalia,Myodes,Myodes,eDNA,FALSE,0.007219062,Myodes_glareolus
CROP_1204,243,Mammalia,Myodes,Myodes,eDNA,FALSE,0.003822137,Myodes_glareolus
CROP_1205,441,Mammalia,Myodes,Myodes,eDNA,FALSE,0.003705135,Myodes_glareolus
CROP_1206,335,Mammalia,Myodes,Myodes,eDNA,FALSE,0.002768549,Myodes_glareolus
